usage_id,account_id,usage_date,active_users,logins,feature_a_events,feature_b_events
25404,271,2024-11-25,14,36,15,9
25405,271,2024-05-27,12,18,12,11
25406,271,2023-04-13,12,18,40,5
25407,271,2023-06-18,14,18,3,15
25408,271,2024-09-14,15,65,13,7
25409,271,2023-01-08,9,15,57,16
25410,271,2024-12-30,13,12,41,9
25411,271,2023-08-26,6,10,33,0
25412,271,2024-10-12,12,18,24,26
25413,271,2023-04-05,6,24,10,8
25414,271,2023-12-18,5,36,37,11
25415,271,2023-02-19,12,32,35,9
25416,271,2023-10-21,9,15,48,2
25417,271,2024-12-02,10,65,12,5
25418,271,2023-01-01,12,78,13,6
25419,271,2024-02-02,3,15,13,7
25420,271,2024-02-12,15,24,20,8
25421,271,2024-12-22,4,24,13,7
25422,271,2023-08-09,10,36,12,2
25423,271,2023-03-03,13,45,4,14
25424,271,2023-11-21,6,45,5,24
25425,271,2023-10-13,12,26,12,14
25426,271,2023-01-07,13,24,26,4
25427,271,2024-06-19,8,60,57,4
25428,271,2024-03-03,9,4,6,0
25429,271,2024-11-13,11,24,34,2
25430,271,2024-03-22,15,24,15,2
25431,271,2024-12-30,4,45,1,0
25432,271,2023-06-10,3,40,16,3
25433,271,2024-03-19,11,30,8,4
25434,271,2023-09-30,6,24,32,7
25435,271,2023-05-26,7,6,20,8
25436,271,2024-10-20,8,40,17,3
25437,271,2024-03-10,7,13,17,2
25438,271,2023-02-18,11,5,3,6
25439,271,2023-10-23,13,36,12,2
25440,271,2023-05-19,3,35,11,2
25441,272,2024-07-08,165,480,343,43
25442,272,2023-06-22,68,955,46,22
25443,272,2023-04-18,199,582,358,498
25444,272,2023-04-19,171,171,169,30
25445,272,2023-12-02,68,340,47,374
25446,272,2024-02-04,154,920,387,69
25447,272,2024-03-30,71,714,335,369
25448,272,2023-07-14,138,222,179,87
25449,272,2024-04-24,168,875,350,48
25450,272,2024-03-15,150,110,454,95
25451,272,2023-09-24,145,179,146,108
25452,272,2023-06-07,74,1032,67,340
25453,272,2024-06-20,126,306,110,78
25454,272,2024-12-21,63,460,380,157
25455,272,2023-03-24,93,232,453,51
25456,272,2023-11-12,173,678,139,196
25457,272,2024-01-10,131,543,521,249
25458,272,2024-08-22,122,610,171,210
25459,272,2024-10-21,115,580,89,264
25460,272,2023-11-09,154,216,197,91
25461,272,2023-10-02,190,735,596,41
25462,272,2023-10-04,149,350,244,386
25463,272,2024-12-28,77,357,809,41
25464,272,2024-04-15,175,174,790,87
25465,272,2023-08-04,167,321,121,221
25466,272,2023-12-28,117,125,273,34
25467,272,2023-10-19,77,380,189,56
25468,272,2024-04-11,152,744,76,49
25469,272,2023-10-28,52,388,63,167
25470,272,2023-06-21,138,272,70,68
25471,272,2023-05-13,175,840,390,170
25472,272,2024-08-26,78,480,78,46
25473,272,2023-09-09,186,250,40,259
25474,272,2024-08-27,59,785,52,113
25475,272,2023-10-23,182,342,73,513
25476,272,2024-08-10,133,492,46,232
25477,272,2023-01-05,167,654,164,148
25478,272,2023-01-26,178,555,245,24
25479,272,2023-04-26,62,600,89,255
25480,272,2024-07-25,102,552,529,21
25481,272,2023-12-25,185,123,44,65
25482,272,2024-12-11,159,333,552,200
25483,272,2024-12-10,127,865,132,63
25484,272,2023-09-09,200,208,246,92
25485,272,2024-02-23,73,276,373,157
25486,272,2023-06-11,81,182,378,68
25487,272,2023-04-02,97,136,592,115
25488,272,2023-09-21,109,624,147,91
25489,272,2024-12-16,107,220,91,51
25490,272,2023-10-12,83,260,598,169
25491,272,2023-09-27,168,153,108,147
25492,272,2024-10-29,154,330,58,67
25493,272,2024-09-27,167,534,21,90
25494,272,2024-04-09,108,320,175,171
25495,272,2024-10-07,76,114,830,15
25496,272,2024-12-19,161,360,48,69
25497,272,2024-10-14,133,256,235,53
25498,272,2024-05-24,68,150,262,92
25499,272,2024-05-13,50,152,30,63
25500,272,2024-09-30,87,456,360,128
25501,272,2023-01-07,77,162,710,105
25502,272,2023-10-31,73,1182,443,327
25503,272,2023-04-29,76,429,275,82
25504,272,2023-05-02,165,545,165,113
25505,272,2023-12-20,113,87,56,104
25506,272,2023-10-03,157,588,188,368
25507,272,2023-08-08,68,760,185,150
25508,272,2024-03-15,114,358,765,31
25509,272,2024-04-18,131,455,171,32
25510,272,2023-10-28,116,357,131,163
25511,272,2024-12-27,192,224,234,149
25512,272,2024-05-08,58,640,334,18
25513,272,2024-04-23,98,266,396,192
25514,272,2024-03-23,132,396,378,345
25515,272,2023-08-17,82,141,465,177
25516,272,2023-07-19,173,300,104,182
25517,272,2023-01-29,158,570,156,87
25518,272,2024-12-01,75,200,105,232
25519,272,2023-10-01,99,735,807,194
25520,272,2024-07-07,72,504,576,51
25521,272,2024-10-24,167,392,168,9
25522,272,2023-09-02,131,342,779,51
25523,272,2023-05-08,105,666,106,49
25524,272,2024-08-09,86,995,283,282
25525,272,2024-09-15,121,79,23,95
25526,272,2023-12-17,144,64,308,292
25527,272,2023-05-25,175,362,69,207
25528,272,2023-01-06,79,196,224,35
25529,272,2023-02-06,110,978,275,139
25530,272,2023-09-14,60,738,272,116
25531,272,2024-04-26,159,485,442,434
25532,272,2024-05-12,181,1104,122,125
25533,272,2023-05-09,182,1050,305,17
25534,272,2024-10-14,82,522,736,47
25535,272,2023-12-29,136,136,76,52
25536,272,2024-05-31,180,270,46,172
25537,272,2023-12-03,95,492,531,233
25538,272,2023-03-19,73,78,151,58
25539,272,2024-09-07,183,154,485,24
25540,272,2024-06-12,59,208,176,222
25541,272,2024-08-22,128,924,101,15
25542,272,2024-08-03,155,405,217,369
25543,272,2023-04-10,185,535,170,56
25544,272,2024-01-05,60,170,24,305
25545,272,2024-10-13,197,141,272,11
25546,272,2023-06-21,127,89,501,338
25547,272,2024-02-22,166,430,250,41
25548,272,2023-03-04,95,249,269,301
25549,272,2024-12-03,65,226,115,17
25550,272,2023-07-25,101,865,374,136
25551,272,2024-03-26,52,296,465,286
25552,272,2023-08-26,114,330,174,205
25553,272,2024-11-10,152,210,64,164
25554,272,2024-11-07,138,970,144,66
25555,272,2023-06-02,85,212,214,68
25556,272,2024-11-01,116,237,260,139
25557,272,2023-08-15,104,97,315,134
25558,272,2024-04-06,166,252,260,36
25559,272,2023-08-21,51,684,38,252
25560,272,2023-06-24,100,306,421,246
25561,273,2023-03-07,52,138,69,96
25562,273,2024-12-18,23,144,36,11
25563,273,2024-01-26,34,145,25,17
25564,273,2023-09-28,59,162,208,5
25565,273,2023-03-07,26,45,43,67
25566,273,2023-01-26,41,62,145,4
25567,273,2023-09-17,53,111,38,139
25568,273,2023-08-12,17,100,23,31
25569,273,2023-08-22,55,68,16,33
25570,273,2024-10-17,50,76,110,53
25571,273,2024-10-03,55,300,46,74
25572,273,2023-02-14,43,104,63,43
25573,273,2024-10-16,57,280,80,13
25574,273,2024-08-30,31,25,51,70
25575,273,2024-10-23,20,56,85,49
25576,273,2023-03-18,18,92,112,10
25577,273,2023-12-23,29,255,149,134
25578,273,2023-09-13,17,186,30,28
25579,273,2024-10-22,16,235,68,72
25580,273,2023-11-12,29,52,41,36
25581,273,2023-06-23,31,186,24,13
25582,273,2023-09-04,54,120,20,64
25583,273,2023-05-06,45,32,40,43
25584,273,2023-01-06,56,276,78,27
25585,273,2023-04-11,53,60,30,33
25586,273,2023-06-24,49,155,37,119
25587,273,2023-07-24,47,58,111,4
25588,273,2024-02-08,27,37,54,75
25589,273,2023-02-27,54,76,70,33
25590,273,2024-10-23,54,246,11,48
25591,273,2024-10-30,27,46,21,35
25592,273,2023-12-04,52,60,113,2
25593,273,2024-09-22,45,240,74,13
25594,273,2024-05-06,40,276,109,17
25595,273,2023-05-29,39,99,44,17
25596,273,2024-08-01,54,126,35,20
25597,273,2023-10-19,32,100,85,77
25598,273,2024-03-02,53,34,123,72
25599,273,2023-12-19,26,57,17,28
25600,273,2024-01-27,30,192,92,157
25601,273,2024-10-21,39,145,38,44
25602,273,2024-07-16,20,64,116,77
25603,273,2024-07-07,41,140,95,3
25604,273,2024-07-04,58,210,44,16
25605,273,2023-08-04,49,230,109,20
25606,273,2023-09-02,30,246,65,100
25607,273,2023-03-08,60,19,69,19
25608,273,2023-07-18,16,255,118,34
25609,273,2023-10-14,25,198,89,28
25610,273,2024-12-24,27,62,43,72
25611,273,2023-06-02,23,100,82,26
25612,273,2024-02-13,56,114,19,22
25613,273,2023-08-24,24,48,52,70
25614,273,2023-06-12,31,174,37,39
25615,273,2023-01-22,54,47,121,15
25616,273,2023-05-18,41,36,49,73
25617,273,2024-06-22,44,98,71,53
25618,273,2023-11-05,54,160,86,109
25619,273,2023-03-03,42,93,196,14
25620,273,2023-06-26,33,15,39,13
25621,273,2023-08-19,53,32,15,16
25622,273,2024-09-13,33,114,86,93
25623,273,2024-09-02,34,60,31,77
25624,273,2024-07-02,56,66,49,59
25625,273,2023-10-11,34,55,50,78
25626,273,2023-05-06,29,90,18,8
25627,273,2024-04-30,27,125,14,85
25628,273,2024-06-02,33,55,74,24
25629,273,2023-08-17,22,102,29,24
25630,273,2023-03-26,51,128,79,54
25631,273,2024-01-07,37,23,118,21
25632,273,2023-11-17,51,185,6,28
25633,273,2024-03-05,35,104,13,6
25634,273,2024-04-29,49,110,22,58
25635,273,2024-09-05,59,294,92,34
25636,273,2024-11-03,58,64,33,20
25637,273,2023-12-10,24,156,108,12
25638,273,2024-05-24,50,94,79,37
25639,273,2024-12-22,36,18,85,13
25640,273,2024-07-26,34,69,106,79
25641,273,2024-07-18,52,106,135,14
25642,273,2024-10-11,52,171,132,37
25643,273,2023-11-15,35,148,223,48
25644,273,2024-06-22,58,132,39,46
25645,273,2024-01-08,42,116,59,44
25646,273,2024-04-23,29,20,260,61
25647,273,2023-11-25,17,48,163,6
25648,273,2023-04-19,55,72,25,34
25649,273,2023-01-09,33,236,50,16
25650,273,2023-07-22,30,69,148,36
25651,273,2024-02-08,23,123,34,33
25652,273,2024-03-14,22,34,124,28
25653,273,2024-08-24,38,72,23,27
25654,273,2024-03-13,30,56,14,6
25655,273,2023-02-22,46,58,100,14
25656,273,2024-11-23,38,132,36,8
25657,273,2023-01-24,43,66,141,51
25658,273,2023-10-14,56,70,32,26
25659,273,2024-03-11,45,120,58,52
25660,273,2024-09-01,32,64,130,12
25661,273,2023-06-16,19,168,65,16
25662,273,2024-04-11,26,260,156,65
25663,273,2023-10-16,29,336,79,10
25664,273,2023-03-25,58,22,18,3
25665,273,2023-09-23,39,184,17,99
25666,273,2024-03-20,31,76,26,32
25667,273,2024-10-07,17,128,80,26
25668,273,2024-05-23,27,288,22,5
25669,273,2023-10-29,27,174,116,61
25670,273,2024-06-01,25,118,36,28
25671,273,2023-12-14,18,96,66,32
25672,273,2024-09-13,53,68,79,44
25673,273,2023-04-03,44,54,161,41
25674,273,2023-01-31,17,25,22,46
25675,273,2024-08-04,45,90,38,27
25676,273,2024-07-24,34,165,20,45
25677,273,2024-04-18,41,225,32,22
25678,273,2023-08-14,15,160,49,36
25679,273,2024-10-03,39,205,37,4
25680,273,2023-05-12,42,144,93,53
25681,274,2024-07-17,7,30,12,13
25682,274,2024-08-01,6,20,7,8
25683,274,2024-12-10,9,13,16,0
25684,274,2024-12-08,12,15,38,0
25685,274,2024-03-04,7,39,9,7
25686,274,2023-07-07,4,16,35,4
25687,274,2023-05-24,4,48,7,4
25688,274,2024-06-07,14,60,28,15
25689,274,2024-07-12,12,40,57,14
25690,274,2024-12-26,6,56,15,10
25691,274,2024-01-03,6,78,41,16
25692,274,2024-05-09,10,12,14,1
25693,274,2024-04-27,8,33,4,1
25694,274,2024-07-27,8,28,8,2
25695,274,2023-03-01,13,12,31,4
25696,274,2024-01-22,13,30,30,2
25697,274,2024-11-26,4,5,23,8
25698,274,2024-07-29,9,15,31,4
25699,274,2023-03-24,14,48,6,3
25700,274,2024-08-01,4,21,17,10
25701,274,2024-11-03,6,30,38,8
25702,274,2023-03-05,14,4,31,6
25703,274,2023-11-28,5,75,26,7
25704,274,2023-02-21,11,42,10,10
25705,274,2024-08-21,3,10,5,4
25706,274,2024-06-09,4,15,14,9
25707,274,2023-04-26,9,28,3,5
25708,274,2023-10-29,15,9,11,16
25709,274,2024-01-17,12,60,30,7
25710,274,2024-08-12,5,32,10,3
25711,274,2023-06-01,4,6,7,4
25712,274,2024-10-04,7,30,40,21
25713,274,2023-07-14,8,66,18,15
25714,274,2023-01-25,3,24,14,6
25715,274,2023-11-29,3,15,9,45
25716,274,2024-05-01,8,75,5,1
25717,274,2023-10-10,4,12,22,19
25718,274,2024-09-19,11,12,46,4
25719,274,2023-02-17,7,12,26,5
25720,274,2024-02-11,15,14,33,41
25721,274,2023-12-09,7,22,11,1
25722,274,2023-06-17,15,42,7,4
25723,274,2023-01-29,11,7,6,6
25724,274,2024-05-05,3,22,46,22
25725,274,2024-07-20,3,24,17,4
25726,274,2024-11-20,4,42,5,14
25727,274,2024-04-05,11,15,31,3
25728,274,2024-04-30,14,55,10,15
25729,274,2024-06-17,3,65,4,4
25730,274,2024-10-14,4,55,22,19
25731,274,2023-08-02,3,35,21,4
25732,274,2023-06-23,4,48,12,11
25733,274,2023-08-02,14,4,33,33
25734,274,2023-08-09,12,12,9,16
25735,274,2024-10-18,3,66,21,1
25736,274,2023-11-07,4,32,17,6
25737,274,2023-04-04,14,10,12,7
25738,274,2023-06-08,10,24,18,3
25739,274,2024-10-23,7,8,12,14
25740,274,2024-07-29,13,56,44,5
25741,274,2023-01-24,5,11,21,25
25742,274,2024-06-14,15,36,4,21
25743,274,2023-06-25,6,22,6,7
25744,274,2023-06-19,4,20,14,3
25745,274,2023-11-25,11,12,2,10
25746,274,2023-03-01,5,24,24,1
25747,274,2024-10-06,11,12,18,11
25748,274,2023-05-12,12,7,6,10
25749,274,2024-07-03,3,24,26,24
25750,274,2024-12-10,15,54,2,11
25751,274,2024-05-24,10,32,12,0
25752,274,2023-06-23,12,44,30,2
25753,274,2024-12-07,14,44,7,1
25754,274,2023-03-06,8,4,31,2
25755,274,2024-10-12,3,10,7,3
25756,274,2023-08-25,9,60,52,27
25757,274,2024-01-16,9,60,5,2
25758,274,2023-05-01,8,36,35,0
25759,274,2024-05-05,5,45,30,17
25760,274,2024-10-31,10,24,28,7
25761,274,2023-08-20,9,20,6,3
25762,274,2024-10-27,15,15,3,2
25763,274,2024-12-20,13,60,6,6
25764,274,2024-02-14,12,44,13,4
25765,274,2023-07-01,11,39,18,4
25766,274,2024-07-07,5,9,10,14
25767,274,2023-11-29,4,15,9,7
25768,274,2024-07-31,8,55,47,18
25769,274,2023-06-26,11,84,31,0
25770,274,2023-08-04,10,48,5,27
25771,274,2024-09-23,5,24,3,1
25772,274,2023-05-25,15,5,22,2
25773,274,2024-12-14,7,45,19,25
25774,274,2023-09-22,15,7,32,9
25775,274,2024-05-30,6,60,21,2
25776,274,2024-07-14,14,26,20,12
25777,274,2023-07-25,15,75,21,7
25778,274,2024-07-28,11,30,13,2
25779,274,2024-02-11,9,30,8,10
25780,274,2023-07-06,13,36,63,14
25781,274,2024-12-10,5,20,28,15
25782,274,2023-01-20,6,26,5,2
25783,274,2024-08-31,3,25,7,11
25784,274,2023-09-16,8,35,38,8
25785,274,2023-12-15,10,42,35,9
25786,274,2023-06-05,4,15,3,27
25787,274,2024-06-24,4,75,10,26
25788,274,2024-07-15,9,13,37,9
25789,274,2024-09-22,4,60,20,18
25790,274,2023-09-24,9,42,31,6
25791,274,2023-04-22,15,18,8,5
25792,274,2023-05-12,3,42,41,4
25793,274,2024-05-20,7,9,20,0
25794,274,2023-10-10,5,30,9,15
25795,274,2023-12-12,15,24,19,1
25796,274,2023-09-14,8,6,4,10
25797,274,2024-06-08,14,12,12,1
25798,274,2023-12-22,3,22,22,4
25799,274,2023-03-04,10,60,3,6
25800,274,2024-08-30,4,70,10,15
25801,275,2023-09-17,7,24,7,14
25802,275,2024-05-25,7,6,1,9
25803,275,2024-06-21,3,32,6,5
25804,275,2023-11-18,15,16,34,2
25805,275,2023-04-02,6,28,18,3
25806,275,2024-10-26,6,78,18,15
25807,275,2024-01-25,13,30,3,6
25808,275,2023-12-30,6,13,4,5
25809,275,2023-09-06,8,42,42,11
25810,275,2024-08-30,3,18,46,2
25811,275,2023-01-26,6,12,24,8
25812,275,2024-04-06,15,56,17,3
25813,275,2023-05-16,3,22,16,21
25814,275,2023-02-08,10,30,1,15
25815,275,2023-07-25,13,30,5,1
25816,275,2023-12-12,14,12,28,17
25817,275,2024-02-02,9,30,33,9
25818,275,2023-07-09,5,6,13,3
25819,275,2024-07-26,7,24,21,1
25820,275,2024-05-20,7,10,48,3
25821,275,2023-05-10,14,8,21,10
25822,275,2024-06-05,10,54,7,3
25823,275,2023-03-21,5,72,22,23
25824,275,2024-08-05,11,50,6,15
25825,275,2024-01-03,9,35,39,3
25826,275,2024-06-03,8,40,15,13
25827,275,2023-04-25,9,20,16,7
25828,275,2023-01-07,7,45,20,7
25829,275,2023-04-10,13,13,31,1
25830,275,2023-12-10,6,70,21,11
25831,275,2024-09-25,9,30,44,29
25832,275,2023-05-27,5,24,2,27
25833,275,2024-07-01,7,65,5,1
25834,275,2024-11-15,8,54,41,8
25835,275,2024-06-15,12,26,8,5
25836,275,2024-11-04,7,32,46,2
25837,275,2023-09-16,15,10,21,25
25838,275,2024-12-09,7,12,27,22
25839,275,2023-03-04,13,20,60,4
25840,275,2023-12-01,9,24,31,12
25841,275,2024-09-14,15,30,9,11
25842,275,2024-03-22,14,40,11,7
25843,275,2023-09-16,5,26,3,3
25844,275,2024-06-21,9,27,2,11
25845,275,2024-02-18,13,6,14,8
25846,275,2024-01-17,12,15,15,30
25847,275,2024-09-03,15,45,22,3
25848,275,2023-09-06,9,3,26,2
25849,275,2023-10-10,15,60,4,1
25850,275,2024-12-16,5,39,10,7
25851,275,2023-06-12,12,84,35,16
25852,275,2024-03-14,7,48,20,11
25853,275,2024-10-04,5,16,36,3
25854,275,2024-02-08,12,4,11,2
25855,275,2023-06-01,14,25,25,13
25856,275,2024-11-29,10,33,34,2
25857,275,2024-03-15,13,16,5,10
25858,275,2024-09-06,5,3,11,17
25859,275,2023-07-07,13,45,11,4
25860,275,2024-11-28,15,60,3,4
25861,275,2024-01-13,6,21,6,11
25862,275,2024-05-24,9,35,7,14
25863,275,2024-05-28,7,26,36,16
25864,275,2024-12-25,9,24,1,2
25865,275,2023-09-18,11,40,3,15
25866,275,2023-05-17,11,21,40,2
25867,275,2024-07-28,10,24,43,3
25868,275,2024-07-16,9,40,4,9
25869,275,2024-04-24,4,44,27,10
25870,275,2024-07-10,6,30,2,3
25871,275,2023-08-31,5,55,25,1
25872,275,2023-06-06,5,52,15,5
25873,275,2024-06-08,13,55,3,6
25874,275,2023-10-02,10,16,4,10
25875,275,2023-02-15,9,27,21,20
25876,275,2024-11-21,5,30,13,29
25877,275,2024-04-15,13,45,2,11
25878,275,2023-02-26,7,4,6,4
25879,275,2023-07-12,12,26,3,13
25880,275,2023-11-17,13,84,6,6
25881,275,2024-11-22,6,45,1,8
25882,275,2024-10-01,6,13,19,10
25883,275,2023-04-16,6,6,40,1
25884,275,2023-02-20,11,48,17,10
25885,275,2023-11-30,15,56,11,17
25886,275,2023-02-11,7,45,50,2
25887,275,2024-04-15,9,56,29,4
25888,275,2024-02-15,14,28,7,5
25889,275,2024-03-30,9,8,53,6
25890,275,2023-01-09,5,27,13,9
25891,275,2024-09-07,3,50,20,3
25892,275,2024-01-20,7,9,8,3
25893,275,2023-05-27,3,72,4,3
25894,275,2024-10-27,7,15,6,1
25895,275,2024-10-12,12,60,21,6
25896,275,2023-04-30,10,45,12,18
25897,275,2024-06-27,5,52,28,25
25898,275,2024-07-17,12,15,8,4
25899,275,2023-03-21,13,18,55,1
25900,275,2023-04-19,8,12,6,2
25901,275,2024-10-17,6,7,9,13
25902,275,2024-03-27,12,40,27,5
25903,275,2023-11-16,7,33,22,21
25904,275,2024-09-06,5,27,11,11
25905,275,2023-07-17,13,48,32,7
25906,275,2024-04-19,11,30,23,5
25907,275,2023-01-14,7,32,29,8
25908,275,2024-09-08,13,70,4,10
25909,275,2023-06-10,3,26,6,4
25910,275,2023-12-28,14,54,23,9
25911,275,2024-09-10,10,12,2,5
25912,275,2024-02-03,9,10,6,8
25913,275,2024-11-04,7,24,26,7
25914,275,2023-07-04,13,24,56,3
25915,275,2023-07-12,3,30,12,1
25916,275,2023-03-26,13,9,15,4
25917,275,2024-04-25,8,7,5,3
25918,275,2024-09-09,3,48,17,5
25919,275,2023-09-19,8,15,9,21
25920,275,2023-11-01,15,27,26,15
25921,276,2023-01-05,26,270,15,2
25922,276,2023-01-04,16,96,88,9
25923,276,2023-01-24,22,34,169,74
25924,276,2023-04-06,58,75,204,57
25925,276,2024-02-21,39,282,27,7
25926,276,2024-06-09,18,86,44,10
25927,276,2023-10-22,25,228,23,136
25928,276,2024-03-22,46,312,27,27
25929,276,2023-10-17,48,318,13,66
25930,276,2024-02-21,49,125,44,8
25931,276,2024-06-27,15,165,277,40
25932,276,2024-12-18,37,88,157,32
25933,276,2024-10-03,44,148,28,63
25934,276,2023-01-20,37,44,95,158
25935,276,2024-01-31,28,46,96,25
25936,276,2024-10-23,59,36,62,89
25937,276,2024-09-23,34,100,142,20
25938,276,2023-01-26,29,64,74,54
25939,276,2023-03-09,56,86,74,8
25940,276,2024-08-12,46,220,114,43
25941,276,2024-10-12,31,15,57,27
25942,276,2023-04-21,50,186,53,11
25943,276,2023-05-10,40,198,31,91
25944,276,2023-07-14,17,108,191,61
25945,276,2023-09-13,20,295,295,23
25946,276,2024-11-03,47,28,92,27
25947,276,2023-02-12,33,156,43,1
25948,276,2023-04-08,60,100,52,30
25949,276,2023-11-05,59,228,82,16
25950,276,2023-03-29,56,300,27,132
25951,276,2023-12-03,53,55,9,31
25952,276,2023-02-22,35,275,93,33
25953,276,2023-12-27,33,300,11,10
25954,276,2024-09-17,60,195,59,13
25955,276,2023-03-09,23,153,139,23
25956,276,2024-07-02,53,165,164,18
25957,276,2023-07-16,57,195,84,2
25958,276,2024-03-20,15,236,241,63
25959,276,2024-12-24,43,42,104,53
25960,276,2023-12-24,60,80,91,17
25961,276,2024-05-30,28,15,120,10
25962,276,2024-01-16,28,90,126,46
25963,276,2024-06-04,34,116,23,38
25964,276,2023-02-18,39,108,26,51
25965,276,2024-12-01,49,100,97,11
25966,276,2023-06-03,46,49,80,40
25967,276,2023-07-18,28,342,31,8
25968,276,2024-06-12,22,135,17,22
25969,276,2024-01-20,30,32,54,12
25970,276,2023-01-25,31,29,41,54
25971,276,2024-07-01,18,36,70,124
25972,276,2023-10-02,19,60,95,14
25973,276,2023-05-15,23,124,30,48
25974,276,2023-11-28,58,180,38,63
25975,276,2024-05-16,60,129,116,18
25976,276,2023-01-26,36,96,111,73
25977,276,2023-05-10,55,17,163,23
25978,276,2024-04-29,24,60,25,10
25979,276,2023-07-05,20,104,22,23
25980,276,2023-05-01,35,228,118,15
25981,276,2023-05-18,43,200,8,50
25982,276,2023-09-26,20,70,75,115
25983,276,2023-10-30,36,105,42,45
25984,276,2024-06-26,47,33,66,100
25985,276,2023-06-04,24,96,32,10
25986,276,2023-11-05,45,342,118,55
25987,276,2023-02-23,40,30,35,21
25988,276,2023-03-28,36,48,44,42
25989,276,2023-09-02,60,19,55,14
25990,276,2024-08-02,40,196,141,11
25991,276,2024-09-26,50,160,26,7
25992,276,2024-08-25,52,260,25,3
25993,276,2023-05-10,26,141,43,40
25994,276,2024-03-30,29,45,65,47
25995,276,2024-03-18,30,144,220,38
25996,276,2024-07-08,46,53,60,16
25997,276,2024-05-09,31,19,75,4
25998,276,2024-02-09,39,210,282,20
25999,276,2023-09-07,37,144,54,15
26000,276,2024-08-10,29,270,20,25
26001,276,2023-09-02,40,336,162,46
26002,276,2024-08-27,51,51,96,73
26003,276,2023-02-08,56,192,246,12
26004,276,2024-05-10,32,56,124,11
26005,276,2024-06-04,47,114,23,25
26006,276,2023-10-16,46,220,123,46
26007,276,2023-04-21,45,100,22,21
26008,276,2023-08-13,49,18,43,36
26009,276,2023-09-19,15,200,33,7
26010,276,2023-07-08,58,175,46,25
26011,276,2024-07-21,53,312,18,24
26012,276,2024-06-26,26,120,22,11
26013,276,2024-11-25,15,58,107,13
26014,276,2024-06-15,37,168,99,29
26015,276,2023-01-16,27,75,71,34
26016,276,2024-05-30,32,29,49,34
26017,276,2023-09-02,16,276,158,12
26018,276,2023-12-06,42,76,123,53
26019,276,2024-11-22,30,224,115,20
26020,276,2023-07-08,19,168,53,99
26021,276,2023-08-18,60,40,20,12
26022,276,2024-02-09,36,66,159,40
26023,276,2024-05-26,45,205,35,21
26024,276,2024-10-06,41,68,210,16
26025,276,2024-04-01,31,104,55,99
26026,276,2023-02-26,48,114,42,24
26027,276,2024-05-13,38,80,38,53
26028,276,2024-06-04,49,171,149,9
26029,276,2024-09-13,20,52,38,11
26030,276,2024-02-05,59,108,196,83
26031,276,2023-03-13,40,96,12,51
26032,276,2024-05-26,31,108,96,15
26033,276,2023-07-27,18,210,93,11
26034,276,2024-01-01,58,135,31,14
26035,276,2023-08-05,40,18,125,44
26036,276,2024-02-14,16,110,28,25
26037,276,2023-04-06,56,48,46,15
26038,276,2024-07-26,20,88,28,91
26039,276,2023-11-22,49,90,85,7
26040,276,2024-04-03,47,46,41,8
26041,277,2023-11-30,180,252,142,116
26042,277,2023-06-10,180,324,238,118
26043,277,2024-02-09,76,882,208,67
26044,277,2024-11-05,79,273,480,136
26045,277,2024-01-01,173,249,311,126
26046,277,2023-07-18,123,112,109,41
26047,277,2023-01-23,105,828,81,48
26048,277,2024-07-01,105,237,108,159
26049,277,2024-12-22,79,262,269,21
26050,277,2024-11-17,52,195,81,67
26051,277,2024-12-03,101,255,89,244
26052,277,2024-12-29,58,531,409,44
26053,277,2023-02-08,55,632,170,287
26054,277,2024-10-16,128,249,71,241
26055,277,2023-06-13,120,984,514,79
26056,277,2024-01-31,160,164,263,350
26057,277,2023-05-18,193,101,121,147
26058,277,2023-03-08,134,700,158,61
26059,277,2023-05-22,69,688,438,94
26060,277,2024-01-25,160,380,108,60
26061,277,2024-05-20,150,270,179,105
26062,277,2024-08-15,160,441,184,136
26063,277,2023-04-20,160,182,101,36
26064,277,2024-02-24,87,1122,184,39
26065,277,2023-08-07,55,990,49,94
26066,277,2024-11-06,112,1026,251,292
26067,277,2023-01-01,87,224,158,136
26068,277,2024-04-01,134,192,42,76
26069,277,2023-09-09,133,720,323,348
26070,277,2023-01-17,120,940,48,108
26071,277,2023-02-08,112,320,571,300
26072,277,2023-07-13,123,198,109,113
26073,277,2023-12-26,87,338,166,115
26074,277,2024-07-15,186,656,108,192
26075,277,2024-10-04,111,372,325,99
26076,277,2023-06-03,118,127,233,27
26077,277,2023-03-15,70,470,348,262
26078,277,2023-01-15,178,264,160,293
26079,277,2024-09-01,101,588,318,135
26080,277,2023-09-12,106,635,254,18
26081,277,2023-04-04,85,310,159,392
26082,277,2024-05-31,75,182,172,45
26083,277,2023-12-18,60,328,278,58
26084,277,2024-03-22,195,228,146,168
26085,277,2024-07-29,75,214,201,49
26086,277,2023-04-29,65,438,182,76
26087,277,2024-10-22,163,120,461,35
26088,277,2024-03-07,94,468,259,253
26089,277,2024-10-17,199,524,806,57
26090,277,2024-10-08,153,572,105,371
26091,277,2023-11-28,62,177,498,101
26092,277,2024-08-21,58,630,204,62
26093,277,2024-06-01,104,388,217,42
26094,277,2023-04-04,66,1050,319,128
26095,277,2024-08-30,166,515,519,19
26096,277,2024-11-09,158,55,647,24
26097,277,2023-11-26,50,765,367,171
26098,277,2024-05-27,84,366,47,353
26099,277,2024-01-22,192,608,233,59
26100,277,2024-09-21,101,120,52,312
